,Possession %,Time In Possession,All Runs,All Run Metres,Post Contact Metres,Line Breaks,Tackle Breaks,Average Set Distance,Kick Return Metres,Offloads,Receipts,Total Passes,Dummy Passes,Kicks,Kicking Metres,Forced Drop Outs,Kick Defusal %,Bombs,Grubbers,Effective Tackle %,Tackles Made,Missed Tackles,Intercepts,Ineffective Tackles,Penalties Conceded,On Reports,Completions (%),Completed Sets Ratio,Match,Team,Year
0,51%,24:20,149,"1,340",488,3,16,36.2,162,14,329,176,15,16,419,3,75%,2,4,94.1%,285,14,0,4,8,1,70%,26/37,Wests Tigers vs Storm,Wests Tigers,2014
1,49%,23:23,140,"1,222",396,3,14,34.9,80,3,324,169,5,19,532,0,90%,4,0,89.1%,310,16,1,22,12,0,83%,29/35,Wests Tigers vs Storm,Storm,2014
